Area Name-Legal/Statistical Area Description,Qualifying Name,FIPS,Summary Level,Geographic Component,State (FIPS),County,County Size Code,County Subdivision (FIPS),Census Tract,Total population: Population in group quarters: Institutionalized population: Correctional institutions
Census Tract 53.02,"Census Tract 53.02, San Joaquin County, California",6077005302,140,0,6,77,20,,5302,0
Census Tract 53.03,"Census Tract 53.03, San Joaquin County, California",6077005303,140,0,6,77,20,,5303,2
Census Tract 53.05,"Census Tract 53.05, San Joaquin County, California",6077005305,140,0,6,77,20,,5305,0
Census Tract 53.07,"Census Tract 53.07, San Joaquin County, California",6077005307,140,0,6,77,20,,5307,0
Census Tract 53.08,"Census Tract 53.08, San Joaquin County, California",6077005308,140,0,6,77,20,,5308,0
Census Tract 54.03,"Census Tract 54.03, San Joaquin County, California",6077005403,140,0,6,77,20,,5403,0
Census Tract 54.05,"Census Tract 54.05, San Joaquin County, California",6077005405,140,0,6,77,20,,5405,0
Census Tract 54.06,"Census Tract 54.06, San Joaquin County, California",6077005406,140,0,6,77,20,,5406,0
Census Tract 55.01,"Census Tract 55.01, San Joaquin County, California",6077005501,140,0,6,77,20,,5501,3757
Census Tract 55.02,"Census Tract 55.02, San Joaquin County, California",6077005502,140,0,6,77,20,,5502,0
Census Tract 100.02,"Census Tract 100.02, San Luis Obispo County, California",6079010002,140,0,6,79,19,,10002,0
Census Tract 100.16,"Census Tract 100.16, San Luis Obispo County, California",6079010016,140,0,6,79,19,,10016,0
Census Tract 101.01,"Census Tract 101.01, San Luis Obispo County, California",6079010101,140,0,6,79,19,,10101,0
Census Tract 101.02,"Census Tract 101.02, San Luis Obispo County, California",6079010102,140,0,6,79,19,,10102,0
Census Tract 102.01,"Census Tract 102.01, San Luis Obispo County, California",6079010201,140,0,6,79,19,,10201,8
Census Tract 102.02,"Census Tract 102.02, San Luis Obispo County, California",6079010202,140,0,6,79,19,,10202,0
Census Tract 102.04,"Census Tract 102.04, San Luis Obispo County, California",6079010204,140,0,6,79,19,,10204,0
Census Tract 102.05,"Census Tract 102.05, San Luis Obispo County, California",6079010205,140,0,6,79,19,,10205,0
Census Tract 103,"Census Tract 103, San Luis Obispo County, California",6079010300,140,0,6,79,19,,10300,4
Census Tract 104.03,"Census Tract 104.03, San Luis Obispo County, California",6079010403,140,0,6,79,19,,10403,0
Census Tract 104.04,"Census Tract 104.04, San Luis Obispo County, California",6079010404,140,0,6,79,19,,10404,0
Census Tract 105.03,"Census Tract 105.03, San Luis Obispo County, California",6079010503,140,0,6,79,19,,10503,0
Census Tract 105.04,"Census Tract 105.04, San Luis Obispo County, California",6079010504,140,0,6,79,19,,10504,0
Census Tract 106.02,"Census Tract 106.02, San Luis Obispo County, California",6079010602,140,0,6,79,19,,10602,0
Census Tract 106.03,"Census Tract 106.03, San Luis Obispo County, California",6079010603,140,0,6,79,19,,10603,0
Census Tract 107.01,"Census Tract 107.01, San Luis Obispo County, California",6079010701,140,0,6,79,19,,10701,0
Census Tract 107.03,"Census Tract 107.03, San Luis Obispo County, California",6079010703,140,0,6,79,19,,10703,0
Census Tract 107.07,"Census Tract 107.07, San Luis Obispo County, California",6079010707,140,0,6,79,19,,10707,1
Census Tract 109.01,"Census Tract 109.01, San Luis Obispo County, California",6079010901,140,0,6,79,19,,10901,0
Census Tract 109.02,"Census Tract 109.02, San Luis Obispo County, California",6079010902,140,0,6,79,19,,10902,0
Census Tract 110.01,"Census Tract 110.01, San Luis Obispo County, California",6079011001,140,0,6,79,19,,11001,0
Census Tract 110.02,"Census Tract 110.02, San Luis Obispo County, California",6079011002,140,0,6,79,19,,11002,0
Census Tract 111.01,"Census Tract 111.01, San Luis Obispo County, California",6079011101,140,0,6,79,19,,11101,0
Census Tract 111.02,"Census Tract 111.02, San Luis Obispo County, California",6079011102,140,0,6,79,19,,11102,9
Census Tract 111.03,"Census Tract 111.03, San Luis Obispo County, California",6079011103,140,0,6,79,19,,11103,0
Census Tract 112,"Census Tract 112, San Luis Obispo County, California",6079011200,140,0,6,79,19,,11200,0
Census Tract 113,"Census Tract 113, San Luis Obispo County, California",6079011300,140,0,6,79,19,,11300,0
Census Tract 114,"Census Tract 114, San Luis Obispo County, California",6079011400,140,0,6,79,19,,11400,6428
Census Tract 115.01,"Census Tract 115.01, San Luis Obispo County, California",6079011501,140,0,6,79,19,,11501,0
Census Tract 115.03,"Census Tract 115.03, San Luis Obispo County, California",6079011503,140,0,6,79,19,,11503,0
Census Tract 115.04,"Census Tract 115.04, San Luis Obispo County, California",6079011504,140,0,6,79,19,,11504,615
Census Tract 116,"Census Tract 116, San Luis Obispo County, California",6079011600,140,0,6,79,19,,11600,0
Census Tract 117.01,"Census Tract 117.01, San Luis Obispo County, California",6079011701,140,0,6,79,19,,11701,0
Census Tract 117.04,"Census Tract 117.04, San Luis Obispo County, California",6079011704,140,0,6,79,19,,11704,0
Census Tract 118,"Census Tract 118, San Luis Obispo County, California",6079011800,140,0,6,79,19,,11800,0
Census Tract 119.01,"Census Tract 119.01, San Luis Obispo County, California",6079011901,140,0,6,79,19,,11901,0
Census Tract 119.02,"Census Tract 119.02, San Luis Obispo County, California",6079011902,140,0,6,79,19,,11902,0
Census Tract 120,"Census Tract 120, San Luis Obispo County, California",6079012000,140,0,6,79,19,,12000,0
Census Tract 121.02,"Census Tract 121.02, San Luis Obispo County, California",6079012102,140,0,6,79,19,,12102,0
Census Tract 122,"Census Tract 122, San Luis Obispo County, California",6079012200,140,0,6,79,19,,12200,0
Census Tract 123.02,"Census Tract 123.02, San Luis Obispo County, California",6079012302,140,0,6,79,19,,12302,0
Census Tract 123.04,"Census Tract 123.04, San Luis Obispo County, California",6079012304,140,0,6,79,19,,12304,0
Census Tract 124.01,"Census Tract 124.01, San Luis Obispo County, California",6079012401,140,0,6,79,19,,12401,0
Census Tract 124.02,"Census Tract 124.02, San Luis Obispo County, California",6079012402,140,0,6,79,19,,12402,0
Census Tract 125.02,"Census Tract 125.02, San Luis Obispo County, California",6079012502,140,0,6,79,19,,12502,13
Census Tract 125.03,"Census Tract 125.03, San Luis Obispo County, California",6079012503,140,0,6,79,19,,12503,0
Census Tract 125.05,"Census Tract 125.05, San Luis Obispo County, California",6079012505,140,0,6,79,19,,12505,0
Census Tract 126,"Census Tract 126, San Luis Obispo County, California",6079012600,140,0,6,79,19,,12600,0
Census Tract 127.02,"Census Tract 127.02, San Luis Obispo County, California",6079012702,140,0,6,79,19,,12702,0
Census Tract 127.04,"Census Tract 127.04, San Luis Obispo County, California",6079012704,140,0,6,79,19,,12704,0
Census Tract 128,"Census Tract 128, San Luis Obispo County, California",6079012800,140,0,6,79,19,,12800,0
Census Tract 129,"Census Tract 129, San Luis Obispo County, California",6079012900,140,0,6,79,19,,12900,0
Census Tract 130,"Census Tract 130, San Luis Obispo County, California",6079013000,140,0,6,79,19,,13000,0
Census Tract 9900,"Census Tract 9900, San Luis Obispo County, California",6079990000,140,0,6,79,19,,990000,0
Census Tract 6001,"Census Tract 6001, San Mateo County, California",6081600100,140,0,6,81,20,,600100,0
Census Tract 6002,"Census Tract 6002, San Mateo County, California",6081600200,140,0,6,81,20,,600200,3
Census Tract 6003,"Census Tract 6003, San Mateo County, California",6081600300,140,0,6,81,20,,600300,0
Census Tract 6004.01,"Census Tract 6004.01, San Mateo County, California",6081600401,140,0,6,81,20,,600401,0
Census Tract 6004.02,"Census Tract 6004.02, San Mateo County, California",6081600402,140,0,6,81,20,,600402,0
Census Tract 6005,"Census Tract 6005, San Mateo County, California",6081600500,140,0,6,81,20,,600500,0
Census Tract 6006,"Census Tract 6006, San Mateo County, California",6081600600,140,0,6,81,20,,600600,0
Census Tract 6007,"Census Tract 6007, San Mateo County, California",6081600700,140,0,6,81,20,,600700,8
Census Tract 6008,"Census Tract 6008, San Mateo County, California",6081600800,140,0,6,81,20,,600800,0
Census Tract 6009,"Census Tract 6009, San Mateo County, California",6081600900,140,0,6,81,20,,600900,0
Census Tract 6010,"Census Tract 6010, San Mateo County, California",6081601000,140,0,6,81,20,,601000,0
Census Tract 6011,"Census Tract 6011, San Mateo County, California",6081601100,140,0,6,81,20,,601100,0
Census Tract 6012,"Census Tract 6012, San Mateo County, California",6081601200,140,0,6,81,20,,601200,6
Census Tract 6013,"Census Tract 6013, San Mateo County, California",6081601300,140,0,6,81,20,,601300,0
Census Tract 6014,"Census Tract 6014, San Mateo County, California",6081601400,140,0,6,81,20,,601400,0
Census Tract 6015.01,"Census Tract 6015.01, San Mateo County, California",6081601501,140,0,6,81,20,,601501,0
Census Tract 6015.02,"Census Tract 6015.02, San Mateo County, California",6081601502,140,0,6,81,20,,601502,0
Census Tract 6016.01,"Census Tract 6016.01, San Mateo County, California",6081601601,140,0,6,81,20,,601601,0
Census Tract 6016.03,"Census Tract 6016.03, San Mateo County, California",6081601603,140,0,6,81,20,,601603,0
Census Tract 6016.04,"Census Tract 6016.04, San Mateo County, California",6081601604,140,0,6,81,20,,601604,0
Census Tract 6016.05,"Census Tract 6016.05, San Mateo County, California",6081601605,140,0,6,81,20,,601605,0
Census Tract 6017,"Census Tract 6017, San Mateo County, California",6081601700,140,0,6,81,20,,601700,0
Census Tract 6018,"Census Tract 6018, San Mateo County, California",6081601800,140,0,6,81,20,,601800,0
Census Tract 6019.01,"Census Tract 6019.01, San Mateo County, California",6081601901,140,0,6,81,20,,601901,0
Census Tract 6019.02,"Census Tract 6019.02, San Mateo County, California",6081601902,140,0,6,81,20,,601902,3
Census Tract 6020,"Census Tract 6020, San Mateo County, California",6081602000,140,0,6,81,20,,602000,0
Census Tract 6021,"Census Tract 6021, San Mateo County, California",6081602100,140,0,6,81,20,,602100,0
Census Tract 6022,"Census Tract 6022, San Mateo County, California",6081602200,140,0,6,81,20,,602200,0
Census Tract 6023,"Census Tract 6023, San Mateo County, California",6081602300,140,0,6,81,20,,602300,6
Census Tract 6024,"Census Tract 6024, San Mateo County, California",6081602400,140,0,6,81,20,,602400,0
Census Tract 6025,"Census Tract 6025, San Mateo County, California",6081602500,140,0,6,81,20,,602500,6
Census Tract 6026,"Census Tract 6026, San Mateo County, California",6081602600,140,0,6,81,20,,602600,0
Census Tract 6027,"Census Tract 6027, San Mateo County, California",6081602700,140,0,6,81,20,,602700,0
Census Tract 6028,"Census Tract 6028, San Mateo County, California",6081602800,140,0,6,81,20,,602800,0
Census Tract 6029,"Census Tract 6029, San Mateo County, California",6081602900,140,0,6,81,20,,602900,0
Census Tract 6030,"Census Tract 6030, San Mateo County, California",6081603000,140,0,6,81,20,,603000,0
Census Tract 6031,"Census Tract 6031, San Mateo County, California",6081603100,140,0,6,81,20,,603100,0
Census Tract 6032,"Census Tract 6032, San Mateo County, California",6081603200,140,0,6,81,20,,603200,0
Census Tract 6033,"Census Tract 6033, San Mateo County, California",6081603300,140,0,6,81,20,,603300,0
Census Tract 6034,"Census Tract 6034, San Mateo County, California",6081603400,140,0,6,81,20,,603400,0
Census Tract 6037,"Census Tract 6037, San Mateo County, California",6081603700,140,0,6,81,20,,603700,0
Census Tract 6038.01,"Census Tract 6038.01, San Mateo County, California",6081603801,140,0,6,81,20,,603801,0
Census Tract 6038.02,"Census Tract 6038.02, San Mateo County, California",6081603802,140,0,6,81,20,,603802,0
Census Tract 6039,"Census Tract 6039, San Mateo County, California",6081603900,140,0,6,81,20,,603900,0
Census Tract 6040,"Census Tract 6040, San Mateo County, California",6081604000,140,0,6,81,20,,604000,0
Census Tract 6041.01,"Census Tract 6041.01, San Mateo County, California",6081604101,140,0,6,81,20,,604101,0
Census Tract 6041.02,"Census Tract 6041.02, San Mateo County, California",6081604102,140,0,6,81,20,,604102,0
Census Tract 6042,"Census Tract 6042, San Mateo County, California",6081604200,140,0,6,81,20,,604200,0
Census Tract 6044,"Census Tract 6044, San Mateo County, California",6081604400,140,0,6,81,20,,604400,0
Census Tract 6045,"Census Tract 6045, San Mateo County, California",6081604500,140,0,6,81,20,,604500,0
Census Tract 6046,"Census Tract 6046, San Mateo County, California",6081604600,140,0,6,81,20,,604600,0
Census Tract 6047,"Census Tract 6047, San Mateo County, California",6081604700,140,0,6,81,20,,604700,0
Census Tract 6048,"Census Tract 6048, San Mateo County, California",6081604800,140,0,6,81,20,,604800,0
Census Tract 6049,"Census Tract 6049, San Mateo County, California",6081604900,140,0,6,81,20,,604900,0
Census Tract 6050,"Census Tract 6050, San Mateo County, California",6081605000,140,0,6,81,20,,605000,0
Census Tract 6051,"Census Tract 6051, San Mateo County, California",6081605100,140,0,6,81,20,,605100,0
Census Tract 6052,"Census Tract 6052, San Mateo County, California",6081605200,140,0,6,81,20,,605200,0
Census Tract 6053,"Census Tract 6053, San Mateo County, California",6081605300,140,0,6,81,20,,605300,0
Census Tract 6054,"Census Tract 6054, San Mateo County, California",6081605400,140,0,6,81,20,,605400,0
Census Tract 6055,"Census Tract 6055, San Mateo County, California",6081605500,140,0,6,81,20,,605500,0
Census Tract 6056,"Census Tract 6056, San Mateo County, California",6081605600,140,0,6,81,20,,605600,0
Census Tract 6057,"Census Tract 6057, San Mateo County, California",6081605700,140,0,6,81,20,,605700,0
Census Tract 6058,"Census Tract 6058, San Mateo County, California",6081605800,140,0,6,81,20,,605800,0
Census Tract 6059,"Census Tract 6059, San Mateo County, California",6081605900,140,0,6,81,20,,605900,0
Census Tract 6060,"Census Tract 6060, San Mateo County, California",6081606000,140,0,6,81,20,,606000,0
Census Tract 6061,"Census Tract 6061, San Mateo County, California",6081606100,140,0,6,81,20,,606100,0
Census Tract 6062,"Census Tract 6062, San Mateo County, California",6081606200,140,0,6,81,20,,606200,0
Census Tract 6063,"Census Tract 6063, San Mateo County, California",6081606300,140,0,6,81,20,,606300,0
Census Tract 6064,"Census Tract 6064, San Mateo County, California",6081606400,140,0,6,81,20,,606400,0
Census Tract 6065,"Census Tract 6065, San Mateo County, California",6081606500,140,0,6,81,20,,606500,0
Census Tract 6066,"Census Tract 6066, San Mateo County, California",6081606600,140,0,6,81,20,,606600,0
Census Tract 6067,"Census Tract 6067, San Mateo County, California",6081606700,140,0,6,81,20,,606700,0
Census Tract 6068,"Census Tract 6068, San Mateo County, California",6081606800,140,0,6,81,20,,606800,0
Census Tract 6069,"Census Tract 6069, San Mateo County, California",6081606900,140,0,6,81,20,,606900,172
Census Tract 6070,"Census Tract 6070, San Mateo County, California",6081607000,140,0,6,81,20,,607000,0
Census Tract 6071,"Census Tract 6071, San Mateo County, California",6081607100,140,0,6,81,20,,607100,0
Census Tract 6072,"Census Tract 6072, San Mateo County, California",6081607200,140,0,6,81,20,,607200,0
Census Tract 6073,"Census Tract 6073, San Mateo County, California",6081607300,140,0,6,81,20,,607300,0
Census Tract 6074,"Census Tract 6074, San Mateo County, California",6081607400,140,0,6,81,20,,607400,0
Census Tract 6075,"Census Tract 6075, San Mateo County, California",6081607500,140,0,6,81,20,,607500,0
